村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
新竹縣五峰鄉大隘村,-106,132,238,845,1269,0.7,陳從武,無
新竹縣五峰鄉桃山村,-249,111,360,846,1386,0.6,陳素蓮,無
新竹縣五峰鄉竹林村,-156,36,192,233,372,0.6,戴春香,無
新竹縣五峰鄉花園村,-220,78,298,447,687,0.7,黃修明,無
新竹縣北埔鄉北埔村,-210,177,387,777,1066,0.7,何一修,無
新竹縣北埔鄉南坑村,4,126,122,614,863,0.7,葉貴霖,無
新竹縣北埔鄉南埔村,-184,55,239,267,358,0.7,莊瑞山,無
新竹縣北埔鄉南興村,-236,86,322,399,561,0.7,林仁發,無
新竹縣北埔鄉埔尾村,76,388,312,1756,2471,0.7,李宗炎,無
新竹縣北埔鄉外坪村,-147,20,167,182,272,0.7,楊文國,無
新竹縣北埔鄉大林村,-334,118,452,517,688,0.8,温德泉,無
新竹縣北埔鄉大湖村,-250,75,325,359,514,0.7,劉金庭,無
新竹縣北埔鄉水磜村,-70,125,195,535,786,0.7,林清泉,無
新竹縣寶山鄉三峰村,-413,157,570,732,1007,0.7,黃國城,中國國民黨
新竹縣寶山鄉大崎村,138,387,249,1357,1851,0.7,萬瑞珠,無
新竹縣寶山鄉寶山村,-327,184,511,722,964,0.7,李紘逸,無
新竹縣寶山鄉寶斗村,-370,104,474,496,709,0.7,張錦城,中國國民黨
新竹縣寶山鄉山湖村,-133,87,220,395,532,0.7,陳雲基,無
新竹縣寶山鄉新城村,-314,176,490,831,1115,0.7,黃振銘,無
新竹縣寶山鄉油田村,-211,73,284,426,567,0.8,何立城,無
新竹縣寶山鄉深井村,-384,104,488,584,769,0.8,鍾煥清,中國國民黨
新竹縣寶山鄉雙新村,127,557,430,1938,2683,0.7,邱俊平,中國國民黨
新竹縣寶山鄉雙溪村,219,602,383,1916,2648,0.7,許秋天,無
新竹縣尖石鄉嘉樂村,-63,84,147,509,759,0.7,高金祥,無
新竹縣尖石鄉新樂村,-40,152,192,747,1162,0.6,黃志傑,台灣民眾黨
新竹縣尖石鄉梅花村,-87,58,145,418,619,0.7,賴名劍,無
新竹縣尖石鄉玉峰村,58,135,77,759,1323,0.6,林清文,無
新竹縣尖石鄉秀巒村,-5,174,179,809,1615,0.5,"哈用．多夫依 Hayung．Tobuy",無
新竹縣尖石鄉義興村,-21,67,88,402,577,0.7,李衛國,無
新竹縣尖石鄉錦屏村,-143,113,256,736,1118,0.7,白金山,無
新竹縣峨眉鄉七星村,-106,58,164,428,590,0.7,郭光營,無
新竹縣峨眉鄉中盛村,-199,103,302,487,649,0.8,姜信鈞,無
新竹縣峨眉鄉富興村,-62,180,242,897,1304,0.7,蕭鶬松,無
新竹縣峨眉鄉峨眉村,-460,109,569,584,766,0.8,許運枝,無
新竹縣峨眉鄉湖光村,-109,82,191,612,847,0.7,林春綺,無
新竹縣峨眉鄉石井村,-156,77,233,406,533,0.8,徐福華,無
新竹縣新埔鎮上寮里,-112,302,414,1222,1735,0.7,劉德文,無
新竹縣新埔鎮下寮里,203,490,287,1815,2466,0.7,林鼎基,無
新竹縣新埔鎮五埔里,-113,306,419,1308,1883,0.7,陳保良,無
