村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
南投縣中寮鄉中寮村,-316,60,376,391,583,67.07,黃文安,無
南投縣中寮鄉內城村,-216,46,262,281,427,65.81,廖增堆,無
南投縣中寮鄉八仙村,-142,104,246,239,326,73.31,江輝能,無
南投縣中寮鄉和興村,-311,55,366,402,600,67.00,孫瑞娟,無
南投縣中寮鄉崁頂村,-71,60,131,167,235,71.06,廖俊松,無
南投縣中寮鄉廣福村,-263,52,315,315,464,67.89,洪長湖,無
南投縣中寮鄉廣興村,-119,92,211,515,743,69.31,洪明享,無
南投縣中寮鄉復興村,-147,32,179,185,260,71.15,官玉瑛,無
南投縣中寮鄉永和村,-173,70,243,347,486,71.40,吳順興,無
南投縣中寮鄉永平村,-99,202,301,655,915,71.58,劉伙木,無
南投縣中寮鄉永福村,-227,168,395,214,309,69.26,張彩琴,無
南投縣中寮鄉永芳村,-198,52,250,308,430,71.63,曾盟富,無
南投縣中寮鄉清水村,-193,99,292,532,833,63.87,李春發,無
南投縣中寮鄉爽文村,-132,58,190,304,439,69.25,廖文權,無
南投縣中寮鄉福盛村,-55,56,111,237,340,69.71,李慶忠,無
南投縣中寮鄉義和村,-213,145,358,313,426,73.47,廖先前,無
南投縣中寮鄉龍安村,-215,68,283,441,638,69.12,廖振添,無
南投縣中寮鄉龍岩村,-226,65,291,434,605,71.74,黃振國,無
南投縣仁愛鄉中正村,-198,72,270,542,851,63.69,石金水,中國國民黨
南投縣仁愛鄉互助村,-62,152,214,482,701,68.76,梁文峯,中國國民黨
南投縣仁愛鄉力行村,-220,25,245,273,493,55.38,白明惠,無
南投縣仁愛鄉南豐村,-26,107,133,573,865,66.24,潘治國,無
南投縣仁愛鄉大同村,-58,151,209,512,790,64.81,謝戎彥,中國國民黨
南投縣仁愛鄉德鹿谷村,-139,52,191,329,603,54.56,邱清文,無
南投縣仁愛鄉新生村,-122,48,170,303,384,78.91,鄭志誠,中國國民黨
南投縣仁愛鄉春陽村,-538,86,624,633,943,67.13,許克信,中國國民黨
南投縣仁愛鄉榮興村,-23,1,24,27,47,57.45,吳國寶,中國國民黨
南投縣仁愛鄉法治村,-311,62,373,489,805,60.75,葉阿良,中國國民黨
南投縣仁愛鄉發祥村,-57,68,125,213,350,60.86,全芊蕙,無
南投縣仁愛鄉精英村,-232,65,297,422,612,68.95,陳松柏,中國國民黨
南投縣仁愛鄉翠華村,-39,25,64,158,324,48.77,高政光,中國國民黨
南投縣仁愛鄉萬豐村,-177,54,231,397,631,62.92,余明星,無
南投縣仁愛鄉親愛村,61,113,52,370,593,62.39,潘筱玉,中國國民黨
