村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
苗栗縣三灣鄉三灣村,-361,293,654,1473,2024,0.7,魏秋梅,無
苗栗縣三灣鄉內灣村,-330,93,423,458,599,0.8,邱文國,無
苗栗縣三灣鄉北埔村,-317,75,392,347,493,0.7,黃仁勲,無
苗栗縣三灣鄉大坪村,-258,42,300,274,369,0.7,饒維明,無
苗栗縣三灣鄉大河村,-140,50,190,351,507,0.7,廖達生,無
苗栗縣三灣鄉永和村,-176,35,211,248,349,0.7,黃雪雲,無
苗栗縣三灣鄉銅鏡村,-516,91,607,558,769,0.7,温世華,無
苗栗縣三灣鄉頂寮村,-66,19,85,150,210,0.7,鍾清文,無
苗栗縣三義鄉勝興村,22,533,511,2299,3118,0.7,陳志奇,無
苗栗縣三義鄉双湖村,-268,277,545,1273,1741,0.7,鍾金財,無
苗栗縣三義鄉双潭村,-63,210,273,927,1246,0.7,李德盛,無
苗栗縣三義鄉廣盛村,225,575,350,2710,3727,0.7,林瑞櫻,無
苗栗縣三義鄉西湖村,-301,241,542,1045,1370,0.8,徐育志,無
苗栗縣三義鄉鯉魚潭村,-165,181,346,876,1208,0.7,詹源添,無
苗栗縣三義鄉龍騰村,-145,55,200,296,384,0.8,吳陳貞蓉,無
苗栗縣公館鄉中義村,34,348,314,1505,2173,0.7,張志偉,無
苗栗縣公館鄉五谷村,-191,356,547,1560,2148,0.7,彭清貴,無
苗栗縣公館鄉仁安村,-634,154,788,878,1232,0.7,陳元仕,無
苗栗縣公館鄉北河村,-135,35,170,207,310,0.7,劉永錦,無
苗栗縣公館鄉南河村,-69,28,97,148,212,0.7,謝傳盛,無
苗栗縣公館鄉大坑村,-388,121,509,617,889,0.7,張肇樣,無
苗栗縣公館鄉尖山村,-223,193,416,963,1351,0.7,劉兆松,無
苗栗縣公館鄉玉泉村,-212,394,606,1679,2283,0.7,江新坤,無
苗栗縣公館鄉玉谷村,-9,230,239,986,1391,0.7,邱焰堂,無
