村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
嘉義縣中埔鄉三層村,-216,51,267,387,582,66.49,賴燦北,無
嘉義縣中埔鄉中埔村,-276,236,512,421,627,67.15,游淑貞,無
嘉義縣中埔鄉中崙村,-139,22,161,185,270,68.52,謝文科,無
嘉義縣中埔鄉同仁村,-140,206,346,813,1132,71.82,田成伍,無
嘉義縣中埔鄉和睦村,14,493,479,861,1229,70.06,嚴添福,無
嘉義縣中埔鄉和美村,693,1021,328,894,1333,67.07,林世通,無
嘉義縣中埔鄉和興村,426,826,400,745,1147,64.95,劉守仁,無
嘉義縣中埔鄉塩舘村,-170,131,301,614,900,68.22,陳火盛,無
嘉義縣中埔鄉富收村,-137,413,550,691,1025,67.41,蕭清忠,無
嘉義縣中埔鄉東興村,-166,41,207,238,349,68.19,曾正發,無
嘉義縣中埔鄉沄水村,-178,95,273,306,445,68.76,何長運,無
嘉義縣中埔鄉深坑村,-289,76,365,476,669,71.15,邱成佑,無
嘉義縣中埔鄉灣潭村,-293,98,391,620,958,64.72,蔡建旺,無
嘉義縣中埔鄉瑞豐村,-328,91,419,484,688,70.35,陳章瑞,無
嘉義縣中埔鄉石硦村,-364,106,470,156,254,61.42,林聰柏,無
嘉義縣中埔鄉社口村,-80,250,330,266,411,64.72,張聰敏,無
嘉義縣中埔鄉義仁村,-205,206,411,402,552,72.83,黃榮義,無
嘉義縣中埔鄉裕民村,-175,95,270,564,840,67.14,方進財,無
嘉義縣中埔鄉金蘭村,11,215,204,512,742,69.00,張石彈,無
嘉義縣中埔鄉隆興村,-157,224,381,516,742,69.54,梁清輝,無
嘉義縣中埔鄉頂埔村,-227,134,361,650,909,71.51,羅偉銘,無
嘉義縣中埔鄉龍門村,-309,112,421,521,739,70.50,張羅麵粉,無
嘉義縣六腳鄉三義村,-29,59,88,342,512,66.80,蔡聰享,無
嘉義縣六腳鄉六南村,-172,29,201,309,486,63.58,楊惠誌,無
嘉義縣六腳鄉六斗村,-387,95,482,568,846,67.14,康珍,無
嘉義縣六腳鄉六腳村,-245,63,308,428,679,63.03,陳餘慶,無
嘉義縣六腳鄉古林村,-215,56,271,418,626,66.77,吳嘉旺,無
嘉義縣六腳鄉塗師村,-300,54,354,401,579,69.26,侯新發,無
嘉義縣六腳鄉崙陽村,-234,129,363,681,979,69.56,蘇彬福,無
嘉義縣六腳鄉崩山村,-210,49,259,360,578,62.28,謝英彬,無
嘉義縣六腳鄉工廠村,-91,17,108,148,196,75.51,黃江正,無
嘉義縣六腳鄉更寮村,8,57,49,288,420,68.57,蕭明正,無
嘉義縣六腳鄉正義村,-150,137,287,146,203,71.92,林麗珍,無
嘉義縣六腳鄉永賢村,-165,25,190,270,428,63.08,陳永誠,無
嘉義縣六腳鄉港美村,-308,66,374,440,664,66.27,林哲祥,無
嘉義縣六腳鄉溪厝村,-176,54,230,366,536,68.28,黃柏瑄,無
嘉義縣六腳鄉潭墘村,-385,65,450,517,808,63.99,侯水順,無
嘉義縣六腳鄉灣北村,-325,119,444,736,1100,66.91,陳日炎,無
嘉義縣六腳鄉灣南村,-565,128,693,780,1093,71.36,趙素娟,無
嘉義縣六腳鄉竹本村,-208,42,250,354,563,62.88,莊正光,無
嘉義縣六腳鄉蒜南村,-201,105,306,622,830,74.94,黃福,無
嘉義縣六腳鄉蒜東村,-267,80,347,499,746,66.89,侯文通,無
嘉義縣六腳鄉蒜頭村,-472,109,581,760,1090,69.72,呂松助,無
嘉義縣六腳鄉蘇厝村,-667,184,851,938,1387,67.63,蘇庭芳,無
嘉義縣六腳鄉豐美村,-314,98,412,663,929,71.37,黃在崎,無
嘉義縣六腳鄉雙涵村,-359,68,427,536,822,65.21,鄭月素,無
嘉義縣六腳鄉魚寮村,-36,52,88,368,579,63.56,陳金照,無
嘉義縣大埔鄉和平村,-61,58,119,167,316,52.85,吳慶煌,無
嘉義縣大埔鄉大埔村,-293,143,436,397,706,56.23,陳天助,無
嘉義縣大埔鄉永樂村,-139,39,178,83,171,48.54,劉秋香,無
嘉義縣大埔鄉茄苳村,-76,60,136,223,481,46.36,張連進,無
嘉義縣大埔鄉西興村,-335,32,367,317,547,57.95,林昆廣,無
嘉義縣大林鎮三和里,-112,254,366,681,991,68.72,陳慶璋,無
嘉義縣大林鎮三村里,-305,115,420,543,771,70.43,蘇華佑,無
嘉義縣大林鎮三角里,-228,82,310,536,779,68.81,黃振南,無
嘉義縣大林鎮上林里,-234,89,323,538,752,71.54,陳煦湘,無
嘉義縣大林鎮中坑里,8,130,122,679,967,70.22,劉清源,無
嘉義縣大林鎮中林里,-464,188,652,1045,1458,71.67,林勝立,無
嘉義縣大林鎮內林里,-166,70,236,458,628,72.93,簡忠義,無
嘉義縣大林鎮吉林里,-472,95,567,639,861,74.22,孫美鳳,無
嘉義縣大林鎮大糖里,-76,9,85,116,170,68.24,蕭淑芬,無
嘉義縣大林鎮大美里,-335,185,520,968,1472,65.76,蔡伯利,無
嘉義縣大林鎮平林里,415,891,476,1045,1473,70.94,葉秀齡,無
嘉義縣大林鎮排路里,-245,60,305,394,560,70.36,呂新章,無
嘉義縣大林鎮明和里,-590,333,923,604,854,70.73,李清課,無
嘉義縣大林鎮明華里,-239,140,379,756,1075,70.33,劉燕山,無
嘉義縣大林鎮東林里,-204,62,266,352,487,72.28,陳建安,無
嘉義縣大林鎮湖北里,-189,63,252,406,581,69.88,林昭松,無
嘉義縣大林鎮溝背里,-461,97,558,617,877,70.35,江春源,無
嘉義縣大林鎮義和里,-143,76,219,437,625,69.92,張啓君,無
嘉義縣大林鎮西林里,-88,250,338,616,863,71.38,劉建男,無
嘉義縣大林鎮西結里,-163,78,241,456,665,68.57,蔡宜靜,無
嘉義縣大林鎮過溪里,-331,160,491,957,1361,70.32,簡明煌,無
嘉義縣太保市前潭里,-75,199,274,505,687,73.51,林俊哲,無
嘉義縣太保市北新里,253,547,294,826,1162,71.08,許一進,無
嘉義縣太保市南新里,-116,266,382,580,794,73.05,葉全成,無
嘉義縣太保市埤鄉里,-165,85,250,462,641,72.07,林峯名,無
嘉義縣太保市太保里,-172,375,547,915,1294,70.71,郭秀琴,無
嘉義縣太保市安仁里,37,469,432,129,194,66.49,陳政龍,無
嘉義縣太保市崙頂里,-379,116,495,576,790,72.91,張騰耀,無
嘉義縣太保市後庄里,-194,59,253,299,437,68.42,沈得山,無
嘉義縣太保市後潭里,-120,253,373,531,729,72.84,蔡樹福,無
嘉義縣太保市新埤里,-106,158,264,429,602,71.26,徐錦昌,無
嘉義縣太保市春珠里,-324,168,492,837,1183,70.75,蔡德村,無
嘉義縣太保市東勢里,-132,316,448,655,903,72.54,龔栩慶,無
嘉義縣太保市梅埔里,-51,156,207,488,695,70.22,官德發,無
嘉義縣太保市港尾里,-47,58,105,208,289,71.97,陳富翔,無
嘉義縣太保市田尾里,-44,66,110,304,453,67.11,陳憲發,無
嘉義縣太保市舊埤里,175,440,265,558,797,70.01,蘇逸婷,無
嘉義縣太保市過溝里,343,600,257,785,1085,72.35,葉隆詳,無
嘉義縣太保市麻寮里,338,848,510,600,902,66.52,侯水波,無
嘉義縣布袋鎮中安里,-332,123,455,839,1276,65.75,李吉雄,無
嘉義縣布袋鎮九龍里,-100,47,147,225,332,67.77,蔡明宏,無
嘉義縣布袋鎮光復里,-192,158,350,618,905,68.29,蔡重慶,無
嘉義縣布袋鎮好美里,-424,109,533,675,1069,63.14,蘇元勲,無
嘉義縣布袋鎮岑海里,-206,250,456,595,903,65.89,翁億頴,無
嘉義縣布袋鎮岱江里,-54,58,112,373,561,66.49,蔡宗榮,無
嘉義縣布袋鎮復興里,-379,241,620,666,1036,64.29,蘇清鴻,無
嘉義縣布袋鎮振寮里,-326,76,402,424,664,63.86,莊貴翔,無
嘉義縣布袋鎮新厝里,-130,77,207,408,646,63.16,蕭明展,無
嘉義縣布袋鎮新岑里,-475,72,547,600,878,68.34,蔡政擧,無
嘉義縣布袋鎮新民里,-347,114,461,794,1254,63.32,蔡承佑,無
嘉義縣布袋鎮東安里,-558,125,683,845,1223,69.09,陳兩傳,無
嘉義縣布袋鎮東港里,-104,214,318,601,894,67.23,林榮泰,無
嘉義縣布袋鎮樹林里,-49,48,97,204,283,72.08,王翠雯,無
嘉義縣布袋鎮永安里,-308,100,408,661,1018,64.93,邱添丁,無
嘉義縣布袋鎮江山里,-131,23,154,193,268,72.01,翁振家,無
嘉義縣布袋鎮考試里,-66,7,73,72,111,64.86,陳泰和,無
嘉義縣布袋鎮興中里,-299,110,409,677,997,67.90,蕭維漢,無
嘉義縣布袋鎮菜舖里,-152,22,174,227,355,63.94,莊啓佑,無
嘉義縣布袋鎮西安里,-364,74,438,682,1057,64.52,陳福地,無
嘉義縣布袋鎮見龍里,-337,111,448,557,806,69.11,黃清基,無
嘉義縣布袋鎮貴舍里,-215,41,256,388,591,65.65,張豐欣,無
嘉義縣布袋鎮龍江里,-176,64,240,441,701,62.91,蕭吳王珠,無
嘉義縣新港鄉三間村,-105,246,351,406,570,71.23,蕭金修,無
嘉義縣新港鄉中庄村,-282,226,508,509,711,71.59,張秀安,無
嘉義縣新港鄉中洋村,-478,137,615,682,969,70.38,江德欽,無
嘉義縣新港鄉共和村,-357,96,453,577,825,69.94,洪金成,無
嘉義縣新港鄉北崙村,-156,46,202,304,448,67.86,蔡秀芳,無
嘉義縣新港鄉南崙村,-438,85,523,612,842,72.68,王張素女,無
嘉義縣新港鄉南港村,-212,102,314,676,981,68.91,鄭錦煌,無
嘉義縣新港鄉古民村,-106,155,261,457,645,70.85,郭忠和,無
嘉義縣新港鄉埤子村,-338,1,339,359,513,69.98,張世立,無
嘉義縣新港鄉大潭村,-120,208,328,540,770,70.13,林陳麥,無
