村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
新北市三峽區三峽里,-136,30,166,210,263,79.85,黃宗祥,無
新北市三峽區中埔里,46,565,519,1079,1493,72.27,翁聖濰,無
新北市三峽區中正里,95,766,671,1062,1503,70.66,陳志泉,無
新北市三峽區二鬮里,-168,486,654,1137,1587,71.64,陳孝皇,中國國民黨
新北市三峽區五寮里,-169,69,238,496,739,67.12,王金生,無
新北市三峽區介壽里,505,978,473,1015,1490,68.12,周梓亭,無
新北市三峽區八張里,10,593,583,725,972,74.59,謝麗玲,無
新北市三峽區嘉添里,-216,229,445,726,1039,69.87,李萬興,無
新北市三峽區大埔里,63,512,449,775,1162,66.70,陳永清,中國國民黨
新北市三峽區安坑里,-346,142,488,846,1229,68.84,李秋維,中國國民黨
新北市三峽區安溪里,689,1206,517,867,1296,66.90,王曼甄,無
新北市三峽區弘道里,-311,150,461,672,974,68.99,陳錦桐,無
新北市三峽區成福里,-361,120,481,648,820,79.02,蔡文敏,無
新北市三峽區插角里,-180,39,219,438,613,71.45,劉添財,無
新北市三峽區有木里,-291,57,348,423,646,65.48,胡幸姍,無
新北市三峽區永舘里,247,951,704,942,1301,72.41,蘇正國,無
新北市三峽區添福里,-473,133,606,693,972,71.30,陳秉源,無
新北市三峽區溪北里,-190,301,491,489,728,67.17,林清明,無
新北市三峽區溪南里,-582,171,753,1012,1335,75.81,蘇伯聰,無
新北市三峽區溪東里,-139,371,510,915,1342,68.18,陳錫遠,無
新北市三峽區礁溪里,253,898,645,1050,1417,74.10,周志鴻,無
新北市三峽區秀川里,-213,86,299,407,562,72.42,李楷瑞,無
新北市三峽區竹崙里,-283,185,468,460,703,65.43,張博勇,無
新北市三峽區金圳里,-189,34,223,310,457,67.83,邱金菊,無
新北市三峽區鳶山里,774,1423,649,1010,1394,72.45,周文美,中國國民黨
新北市三峽區龍埔里,1073,1575,502,1038,1528,67.93,陳椿瑩,無
新北市三峽區龍學里,1876,2292,416,1214,1664,72.96,周秀鳳,無
新北市三峽區龍恩里,539,1120,581,1165,1623,71.78,黃家賢,無
新北市三芝區八賢里,-119,32,151,205,303,67.66,楊振蜂,無
新北市三芝區古庄里,-309,117,426,743,1143,65.00,葉秋蓮,無
新北市三芝區圓山里,-193,72,265,355,498,71.29,葉泓志,無
