村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
臺北市中山區下埤里,-1055,988,2043,4740,6287,0.8,施士凱,中國國民黨
臺北市中山區中原里,-1900,578,2478,3109,4186,0.7,羅崇華,無
臺北市中山區中吉里,-700,795,1495,3418,4595,0.7,林德勝,民主進步黨
臺北市中山區中央里,-560,518,1078,2273,3015,0.8,李陳金綉,中國國民黨
臺北市中山區中山里,-1267,942,2209,4212,6010,0.7,曾瓊梅,無
臺北市中山區中庄里,-710,672,1382,3110,4266,0.7,陳建中,民主進步黨
臺北市中山區劍潭里,-340,419,759,2225,3007,0.7,黃開芳,無
臺北市中山區力行里,-998,692,1690,3744,5213,0.7,沈銀德,無
臺北市中山區北安里,-399,291,690,1563,2069,0.8,陳小康,無
臺北市中山區圓山里,-1159,536,1695,2515,3492,0.7,葉建輝,中國國民黨
臺北市中山區埤頭里,-517,386,903,1999,2782,0.7,黃基淋,中國國民黨
臺北市中山區大佳里,-394,105,499,539,737,0.7,莊欽億,民主進步黨
臺北市中山區大直里,-1459,1066,2525,5324,7031,0.8,曹邦全,無
臺北市中山區康樂里,-902,313,1215,1626,2294,0.7,王金富,無
臺北市中山區復華里,-315,556,871,2821,3839,0.7,黃展輝,中國國民黨
臺北市中山區恆安里,-1190,692,1882,3111,4340,0.7,黃志昌,無
臺北市中山區成功里,-2048,723,2771,3797,5142,0.7,李清水,中國國民黨
臺北市中山區新喜里,-1360,730,2090,3087,4200,0.7,吳昇陽,民主進步黨
臺北市中山區新庄里,-1128,634,1762,3027,4091,0.7,鄧麗珠,無
臺北市中山區新生里,-1026,596,1622,2931,3874,0.8,曾國益,中國國民黨
臺北市中山區新福里,-1522,659,2181,3118,4179,0.7,童勝輝,無
臺北市中山區晴光里,-1094,685,1779,3292,4710,0.7,林姿吟,無
臺北市中山區朱園里,-1007,542,1549,2773,3772,0.7,李林耀,無
臺北市中山區朱崙里,-957,417,1374,1912,2521,0.8,高銘鴻,中國國民黨
臺北市中山區朱馥里,-861,721,1582,3407,4722,0.7,卓志勇,中國國民黨
臺北市中山區松江里,-1038,851,1889,3914,5160,0.8,蔣築諠,中國國民黨
臺北市中山區正守里,-497,445,942,2061,2781,0.7,陳育群,無
臺北市中山區正得里,-459,475,934,2245,3205,0.7,吳美瑩,無
臺北市中山區正義里,-1086,641,1727,3115,4508,0.7,李志勇,中國國民黨
臺北市中山區民安里,-636,565,1201,2730,3716,0.7,王俊堯,無
臺北市中山區永安里,-982,1160,2142,5653,7500,0.8,唐楷瀚,無
臺北市中山區江寧里,-2436,854,3290,4276,5668,0.8,徐信洲,無
臺北市中山區江山里,-1388,873,2261,4657,6184,0.8,劉陽劍,中國國民黨
臺北市中山區聚盛里,-1223,488,1711,2381,3566,0.7,舒贑臺,中國國民黨
臺北市中山區聚葉里,-822,495,1317,2403,3390,0.7,游啟業,無
臺北市中山區興亞里,-1725,702,2427,3376,4613,0.7,林芳薇,中國國民黨
臺北市中山區行仁里,-1523,978,2501,4880,6491,0.8,陳德賢,無
臺北市中山區行孝里,-474,622,1096,2743,3722,0.7,呂勗淇,民主進步黨
臺北市中山區行政里,-1124,817,1941,3798,6328,0.6,鄭春華,中國國民黨
臺北市中山區金泰里,-1632,1127,2759,4713,6372,0.7,游進義,無
臺北市中山區集英里,-1498,965,2463,4183,5762,0.7,賴政庸,民主進步黨
臺北市中山區龍洲里,-990,634,1624,3191,4184,0.8,陳世明,中國國民黨
臺北市中正區三愛里,-1391,1114,2505,5041,6845,0.7,陳仁志,無
臺北市中正區光復里,-1048,512,1560,2208,3053,0.7,王麗美,無
臺北市中正區南福里,-998,1643,2641,6721,8772,0.8,許益明,中國國民黨
臺北市中正區南門里,-358,339,697,1561,2097,0.7,郭有賢,中國國民黨
臺北市中正區富水里,-601,365,966,1394,1955,0.7,陳麗真,中國國民黨
臺北市中正區幸市里,-1356,491,1847,2677,3643,0.7,林禎吉,中國國民黨
臺北市中正區幸福里,-434,665,1099,2965,4842,0.6,蘇宏仁,中國國民黨
臺北市中正區廈安里,-1274,627,1901,2516,3352,0.8,涂光宇,中國國民黨
臺北市中正區建國里,-437,236,673,947,1217,0.8,許瀞尹,無
